TYPE,penalty,COMMENT,residence_id
w,460.17,DSJcj,930
ImK,671.0,V,3485
qvB,122.07,XbSUYxGXjYbwmm,1836
thQVsdsc,512.83,kRudVeJ,111
jMuCrdbJUUHlM,694.46,zXqviVA,2976
LexbdgLLG,240.23,TutWbmJneyovmfs,571
wOcsdjs,85.91,YoSJVaLFQaBhgGo,4846
yzToKMBfGfXlgN,987.31,CrFFaVlCJrRbeOg,2657
T,944.57,osvZ,1794
hvC,581.6,jqnMRU,1830
BpogVQN,888.42,tzkYTSbkV,3844
uywvhdQDKd,827.96,UPggRadAVYx,4796
zJMXqwflWNpAJ,368.49,H,423
WdZBkHCLA,888.16,F,1628
T,266.68,JHZgtNhxFB,4675
JlWEGnohr,964.19,OAz,1689
cNXZDhApWSoyaHF,287.62,VUJxoZYelMO,3058
DsumCRZtYLAczKK,276.7,gHLsohQ,3835
dbRtDJddUSq,626.55,zyYeyYbDKcKHiuy,616
KjlalGOEJ,794.23,ExorYjrMeGvlU,4107
hobb,253.78,uiwWLngVYL,4025
qYfTGvChDSjGzD,680.33,UVP,1580
J,938.05,HprpGLQG,489
eKuOezO,363.54,ACfUAECeMsP,4648
RQqMZiqPOfyzICI,925.55,LYTPn,4226
GkKV,818.92,HXmcPSZJzQqLZaW,419
ibgX,460.33,jaFOfoKAzTScRY,3755
grroJzLmzL,458.25,akkZhilJFgmD,2936
tFuCQblLQ,708.65,JeSEZDag,1702
yMePfAwWOjZyE,520.25,bDZ,1011
ubPoQXfkqodcRi,161.67,aUzekC,475
ArTwZhMVffGpp,859.67,KzAmhsI,3059
QRyvAUT,150.41,IvsHWQkdOvMGNQm,1424
dAK,407.34,zlVqNuXwUis,670
ImwmvDsPBBOnLDp,532.81,SkMdGvniZQ,4976
GCdkSegjXdvlH,26.68,kMzZTcGjgEByaiq,2356
xp,212.69,ESefQdFMtVE,2213
zbTkzbXAwLFFwxJ,514.61,BPPpXcc,2588
oPQrOgX,415.5,pBITg,2489
xdszYHSkHcS,789.11,y,2298
JqGmXg,6.57,Arnnett,41
pTilsnsowGV,402.7,RDTq,4077
DpCjOJBoWzj,976.44,iYqQXIOIDHkHINH,3528
vinZO,398.73,ZfmxqZzaXDTMnCC,3130
rGUVBZO,152.81,VDkQIPEWUNd,4329
x,908.69,TgrcmUEozq,3161
AU,907.5,EPJVgsfOoeXsT,932
OXJMOh,181.45,xmDIWabindschsY,306
XT,255.09,AyuJFnsBth,752
LI,130.15,RrrmNPDjFJwxii,3357
lWl,198.83,MOSvTiqspzWj,3671
zPWHMNRoltPP,96.15,VwjVxPJLi,3032
FAt,319.51,rPcsThSkDhYnw,3162
GuxDCOtOnHJ,893.78,iiPwlcOUaDly,2044
JjzOP,663.19,QnIcNqHaPNBJKKO,3634
MjQoN,193.33,bAcM,4691
oD,901.06,bi,752
cBRrbqgSJwxaykd,684.81,g,3708
vBAEwnIfruT,670.18,lTXDwu,4658
ejAGDc,422.69,RhNSHZdrC,2795
z,543.78,jKFVCE,910
eQmoM,610.69,ZEHsZgkzsM,2819
THZv,164.7,eIOim,2731
tZEacvlgxYlbk,381.01,JSTUkxQGUagLfK,54
LGjycNQShTu,775.48,op,3404
yDhxHQGtWDbZn,471.65,GqDNTXx,2510
OCPj,363.56,KOHBouO,266
UZhEosplrKlQXzp,450.19,B,4614
UxkHIdzJjyGkx,700.94,mIkgmeIFSp,1567
n,641.52,iztFiZco,1561
VB,248.11,OkrPIO,3592
HdhouItHTmpyrgt,559.92,KDuPDWoadBbe,1156
enuqzQzpIJNlvJ,866.44,eHoTYzfX,186
FipIw,361.13,gfuBIbkpKgvLk,2857
iPOFgbVtg,527.18,rrbKVRakg,2444
xCLTYlDyrrSJHsu,996.18,CWSIiEMvJAqN,4904
c,206.37,rxiiU,3315
KvFSDmA,996.41,qxUxpOwo,4391
msifGZc,210.38,OpFMLbTZdv,1574
HqbJU,80.43,sLrENsIvxdOtdlH,638
NSjbPuU,523.71,pHHGgeRlE,3281
iRio,70.54,WOZgWhZXCl,2911
aq,918.31,fUfq,1553
ttSiqdf,702.21,kgRSwpbtRftnkA,1989
yg,656.78,uhxPuTLX,667
QopaARdZfpnAuci,765.29,uGiECnMTkp,230
NU,939.94,jIPFwSmCRcq,2891
kZOxfxqOWK,438.62,ydsajloFs,2162
dclJb,141.98,oA,944
ERdii,780.68,LPjOuktK,336
Ts,924.92,EQs,3379
MbajlXUstwJQOEb,294.69,RBBZgOJnPa,3544
PEU,754.69,wzQjyTzB,2039
RWJAqomMCfOHbC,865.4,WAYm,3275
GRAIYVIIjokGMUN,65.96,dpUc,3687
UBz,868.09,nBzTnqCRWpfwBWe,462
NooXyEssHfG,766.68,wTlGpPDAVsf,3381
YcxudCJc,32.3,y,3521
hcu,830.09,KVgtqeSnGNcnt,975
Fjigxj,789.05,bcJJ,3509
pnHQLSPWRzzqsN,969.06,SRXVWPyBzghId,2281
lqIvWytLIfANPBA,183.9,daaJPPsYOj,4861
jslTdpx,804.47,jbbtBbNLVysmULp,4301
xMMvqSGB,909.42,RgsKkicUvJpqpI,4328
kZSTtPKH,777.6,sPO,2532
kvBgCpxxA,985.75,nqS,3935
QdPbMvVOXSj,297.83,E,2971
xNPiwpfSpt,935.21,MEidTcqVrU,1052
mzobSNZx,676.79,DSvgutwjlWT,2845
rRUGalqekRYI,166.31,HRArUkwYJFnNd,3087
bgvhB,863.82,wmyueKuHJNC,1274
yFcjar,57.3,vUjsPvQlD,132
hQIsHSqX,248.3,XAIvPORevXmkDd,2667
dnCIQ,576.99,KdLJCckbif,3323
q,8.98,lBIlnAAgrfc,564
lgigXZmZIGE,356.19,dXxKCWtAkYP,1982
zyPGZGYKHRBfUy,608.09,fgsrIqPqmbeIi,391
vfjxpBi,772.21,IgwTknvWXb,3230
Scgxi,879.92,UZVsAlNScilZ,2415
nERDaqjf,316.82,RtdCfHyMsIEPZ,2668
a,384.41,R,41
CSIBvYvmo,990.43,dTBwa,4708
ibLmPu,0.41,TNUwjgeORoxaRkK,3377
xjSCfbGoFGvVT,778.13,STPQd,1328
wAslGLLmZO,391.5,cMxEjS,2784
IniXc,187.19,dXXJEx,2648
JsvZASxjDLe,213.15,LPdjaJ,1624
Rm,58.73,LTFxNZHFesewmfu,1766
yuCfQqngmqepgQv,347.27,Qb,1524
DHNQR,159.68,hCgMTyegukQh,1363
OwgeXesdHm,654.79,RVlBzxrl,3989
Drc,479.1,TmIVMWDZGt,1635
wGcnFYwWqlXvNcw,230.08,IItBlo,3403
LLskRPWT,433.36,Xmwl,4295
Dc,453.3,YFgch,1202
ZgvaaidkDVl,396.85,LVSUu,1220
obHokXtpv,578.6,p,1623
kQdcRo,403.76,FfMUQeVUf,2411
lxKcWjcAifSj,890.29,Al,4235
lrcVvHQLMmmn,884.7,MeOSI,4131
UwXDBeB,314.27,KrJb,2941
qbVIIp,407.89,eOajLqCtfnvZifm,2114
IdAJ,638.44,ewdli,176
nppdIBxJNusNt,987.65,TCQV,3152
Iwu,936.1,i,3558
DdczNRIPjKmRMX,787.29,IGAgfmPfcWt,361
NOSTYT,707.85,GaQZElrx,1214
rsvWKGTiT,996.19,mkoCckbBd,4500
MOvaOcQnOK,159.68,u,916
MO,146.41,UTcjeIMMu,2690
kyUZDKMCY,304.63,Spw,3722
xYyZWO,725.23,aJDLs,1267
MosDdlV,578.28,WBoNEeBnrU,2119
nbOXJjxJXOp,526.54,OdPZeGqjCp,4497
aGcMSqjz,686.98,pIaZwp,4159
iQauGByaJUSLvs,18.65,IeKNVyG,4889
dssOtjI,119.9,OagLwIiaomH,3792
PeSFUZUxqeZ,56.62,SvwKVHi,2777
ZWJp,315.65,UAVYLdybki,278
VSJB,68.14,tAcIWeHqkwdsjCA,1894
ZIU,291.83,rOIyZaz,765
SjPcBuPM,431.36,MA,3221
omgGBu,466.36,DefxBCNZ,2106
nRXbFbmQpnKu,833.4,bEF,1934
vjzarXKKFvNzx,344.6,OvmDrmtbMajBDw,2885
EwNDY,405.73,PnqwEU,1078
oqrXdBzO,781.53,z,2999
CWpJwkITDHQfJx,95.23,fSD,3002
tXrdqTc,238.14,lZVdCAH,3716
KBnfwHitSROhE,286.05,ANmNxkGFgDEzC,2290
cpVdUpaKDIKVZGM,325.98,Y,2580
Iqafzz,774.26,I,302
BJmIxhPxTcWSlOF,56.66,PThPjzC,2648
tllyWwiOsyaql,644.23,BMT,4426
yKDbVcXYHXzaxSD,26.79,qrQNZeq,181
KLRJFsWI,179.94,Tujh,4350
MMFCwEmhdRDojm,549.36,WvZTqlCQdciwAJg,2995
XVNDilrKC,212.28,lCACwuuiDq,3172
HMrZsV,471.64,jLtTzkNsLSmHHdi,4169
MbCYQWb,572.05,yBAxCYyWJait,2734
mwVAM,55.86,gL,1029
jeZUCoBsBMfIY,254.16,AzRdHTTKvEpCK,402
qdVsZuCmikGO,929.1,MLxdQbocPxIl,1136
mHMAIvwfPeGxMR,511.56,aJJ,1821
psF,740.07,hue,636
Fxag,973.17,mM,3669
sYmrPWwBtcondyO,188.49,LAKlkIzuxkApI,2729
QafYwRrYPFTnM,876.74,sVqLMoNidc,2863
juclVEbeoxRl,177.77,j,2156
UtpEibIneQcij,37.12,TVGFKyNc,1003
RXuEvTBhyBia,921.69,wjBHdFItBTmq,2066
KpRiqrD,784.07,SKpKRTqlLLmy,2795
fFkPChIzlx,62.7,imSXwkrzhKc,3276
cKKLel,51.76,ZCHTsfQCEt,4033
uthlnPefiHXnlb,487.56,WdwK,641
VoIAkBpIoVPASLx,207.86,bFGdCdYFXRXMBY,1043
pxReQsnyrPDCZ,907.32,lR,1401
idt,686.03,jTeZldvlKGV,4165
ivIkFgZ,230.54,nwChzYYJdWLXa,701
p,497.88,VsnDhtmjmniJ,90
rJIM,649.43,YWIsVYcML,2311
bcuXzWnYFsf,407.77,w,4318
xjQXvbYQAjjkEI,122.07,kkUQQ,332
lMuCJIunCEF,695.01,HLr,4080
AIe,487.83,vDkLnGwnS,3390
HgETxpiLeQhMVd,960.96,WmqSYt,1257
oHOTsa,475.9,rlcbyWxImAIKN,951
jcdR,878.81,zBYGCYpPH,4036
qqX,242.3,YqMPliyL,3411
lTMh,121.62,kYBgVFpcUSidMk,2549
mVrmbaP,618.49,YZNV,3426
sfOrbLchgmct,163.25,JHyy,3889
UhvcRAzUjAT,386.37,RPHrJgqO,540
iDuMdZEBy,548.79,CPzHDJwfBAx,163
AEmufiYshsofe,918.69,tMNwJaNz,2527
GlcAQg,813.42,JoxCwIjuIPQJ,1585
gYYmbpra,542.54,DojIMXmTLzMOeD,3619
lJhaGeuOVDSExmu,402.81,mzWYxKr,1946
BMQ,820.07,RLpYjuBrJdoAt,2950
hXEuNSK,402.04,MlVPwRxEhnnS,2270
bKCPUKCQwfDCJTH,534.02,vuTeSjyZyDLd,3476
Q,751.85,H,1239
KgyMjTX,170.71,zSPiyNmfx,65
KHfwAUibTke,58.18,WgaUOhWWTacxhC,4126
mw,891.85,UTAuw,2036
iAdGQZHanWffjCe,473.07,PDmVJvqPIjbfb,1115
xo,130.2,vCBwIEgKMrk,1240
xZSbSHr,588.25,EPBVzSnPStpKVB,3371
KNm,161.26,f,442
ZEXbehdgGS,860.24,Op,714
SukscuhUQoF,712.16,gUHHMvpcopDMyWX,4929
rGR,852.48,TIQeCYiJOV,866
s,522.03,s,2992
UkVrUZGe,96.77,epaw,2235
gs,725.67,cFvn,1695
vzePsDZ,673.57,VvkjHSVd,4392
aN,565.29,yovrlQiqWlIDL,441
s,879.94,UnzNKYnaPhTVQlI,590
FnjE,294.52,lsDXWxkQG,736
gpJTHtyfxA,483.51,qhDo,850
HERAtmdH,879.64,PjXFZh,1634
FK,479.58,Nk,3616
HcbXoe,686.99,ojPitU,3756
bxmyTwNQxrrnXE,700.49,PoUL,1553
aNELCRpRwX,578.27,zTDwXrMuQqoqgv,3617
UbJUyFgmcMVFcC,705.18,nUzlotTNSPCccUP,4211
lG,538.32,eN,3109
vK,500.97,eefYQKMQCpK,269
ltcijXVCR,410.86,teoon,1568
c,595.99,rpvdUP,4427
zO,773.78,sQQwMjxCA,3998
VYggUst,36.74,ueZ,3669
prRpgqVIA,746.82,vLkFExsrOlqwP,864
mCURpOzQGGpIC,37.78,AMMiE,3326
eZMNhz,908.16,nEWpP,4649
ezcqx,748.17,bPEuYMQsKrdzZKz,3944
cDzeovmo,28.88,SAmHOmeLuFqut,3011
lLxHsvuA,272.57,CJrFvkNCtQ,2480
U,266.83,SwOChTuYhSJmtE,4638
uzVolY,411.03,gSIUQlEbNk,4983
bcOqbJY,109.74,qDiJGYrZuRi,4983
ZqQgkXxzDKQr,312.21,Hdnb,2803
WhpznuRfAFyEww,523.57,nVY,3201
xSlLsP,714.29,ABbVfJj,2445
CjfwJmgzKCvG,421.88,BNpkvOUHaJ,745
HEvzPJGapaRt,786.86,lvnGlex,2928
YLOaEkCyGKEm,476.24,eVLmWCSDEd,446
k,842.26,FolVuTKpZjy,2417
OUbxUtYE,79.61,wlSMKFvYrmGs,4223
ZBDibQbMQ,550.49,KyKETOLz,4578
OohLopawfXTiUS,20.21,mvJzS,3449
hx,82.22,AufecRSIiYyGsU,3087
os,50.42,BJOaFtRgVsOYO,4043
jdbKPey,476.42,DpWi,2327
IvRJZjQTjZMvS,355.49,lQVpQa,308
RlYVdbGwgChpU,94.52,S,874
GWqjwe,206.78,uZHTrKW,4714
bzgUuGmrNHvkyG,743.8,twDlYZNIg,4
MDjDuulAmPOR,202.47,aGTElqVwqmG,1604
gm,912.95,eVmLWsJsOxhMzPF,2248
WgCNdhyKAs,774.78,lsuD,3497
t,382.61,Ua,454
DhVlYHpGtBQ,43.22,bQNJlTHRSb,1018
aKxN,287.32,khMv,2546
iFyiFROPxPNNP,640.47,UngLanLqiBdS,3840
GlPAne,576.95,GCFtJXhxB,2226
scCrmxZfs,808.62,Oyu,908
QCPAbi,809.13,VLcPnfVILKg,1705
UcnKdT,250.91,NwUKoNFEQBSz,367
zZurIeYI,53.46,e,883
VrQNMPKAkDgF,516.83,rC,704
PUKckoAfer,965.07,zSZjz,4744
FJMfPbhQRqsXt,476.92,YW,4432
duyuIujvBsNnvK,949.74,DY,3736
OyASMO,482.21,kLAkccmJdYrk,1573
UCE,949.73,bsLmARw,3449
MlgH,258.6,yJraGcJVpbP,4609
VRnlNZinf,50.09,dyK,2198
FfaR,223.16,kqN,4578
FtlzpOL,450.83,SvgVHUgVhCZe,4178
lNJt,399.17,ulATGEgI,2197
WCK,26.21,RHo,2737
uYqB,976.64,LkcoNUyKfDCoeto,3317
eeMByJOQDG,642.84,eqIPawxrs,4164
ifzTmMbgdgEnpO,344.36,yJZsV,1869
xeBx,489.31,rtPMAgjiRGZzH,322
JSmnTchYBNE,469.95,B,4
uhkWhMUkCUB,498.82,r,724
Q,258.93,LfndMTC,3876
vFbdOe,943.72,ShvhXwNACRg,2921
lfRcOczd,710.74,znCjnurgYzCgWP,54
qYwQSQdE,471.22,cFPZphaaNGJHFx,550
fXnPiNjSd,381.22,XOjpKplqlM,419
fhXdV,954.85,ZJsTzXqslalG,3476
JGnzPbwpWVRLvN,115.82,de,3196
LPWp,938.58,sIceCv,1946
yGQwEV,616.26,ZWUkTTODzjrXm,1863
GvXgO,500.17,IMCXTazM,4321
NlZaYFDBfPw,48.62,KK,1903
vrvmEYnxi,961.81,FEJFDiZJwfg,2281
JsfbrlzcfR,722.0,qBbXo,1294
jAVAbNW,128.41,eVinnfc,353
CeACMToGgEEDO,736.94,aLt,1330
RZawPeaGMDgIe,27.37,CgpJ,1390
uJgSjOKcSasq,579.64,xTwh,1920
KtoiWtuvrRJi,5.84,W,761
MsEiH,866.37,f,2956
pRBljAKEsVBSY,316.54,OYxpRPhHwBg,1565
YSsSYUewV,504.1,QqDvuSzXapusHFB,4509
dJGKUYhLvbO,711.13,IDX,3617
wnlCgKnN,78.44,eyUCRHdPLrLe,3150
fHCqmhnSavC,971.63,wo,1163
RiQvMMJSL,709.81,KbFAJeqaWBiI,3952
i,499.81,LCDcOwBsFlrt,2251
AulIvpepf,443.61,LiXKI,1470
Rm,23.44,jVAL,1897
QFZtTVS,389.89,LoXtufSWXDIPYP,3681
EGcBRWiXgakTo,785.06,LEavM,3350
WISs,478.89,tMtXxWIqgAf,534
UoGbo,50.7,Agrf,3829
sAoeSaXewyO,358.53,xpaO,2126
bdFkyzV,939.22,eyBKCNfqCQ,1497
MwgiOQrErFC,635.34,vddhLb,4524
FQyA,324.11,G,3328
f,198.78,fTRBUy,858
WOgVFcquuma,781.12,wMBMQryrDLcjjb,2567
IsRrKj,902.66,ObnuozpnGoU,937
WeVSyhni,882.23,i,4050
gogmpeGt,928.46,iWT,685
R,376.34,YQKxkxEia,4918
FQqzjEFFw,479.56,bnxbzVjMVMu,3977
VBTxDaW,575.88,xxUBoNZUA,533
MRKZxw,451.01,MOhUKkFSSaBOC,318
avIVns,643.11,FRq,1991
eImN,215.95,QJdfuNI,2461
suPejqVPvia,398.42,HlYhWDYiqX,2635
VyukVoW,158.3,oxL,2489
TjSbvvayfGiC,446.23,ksuEwhAj,669
XT,348.06,dPSV,2157
woyUjZoyV,67.61,kLjhLZWohqjI,2349
LOxyr,637.43,UMWhONYdVBxC,2446
bsHuSpvdVwznS,859.61,ouCaQIM,355
EI,484.19,rKB,3149
HMYtOBdvkIHuZY,839.48,NocfkfXzXIcrS,3517
jiMpivoIfMQsgei,43.13,CTZ,3127
bAIl,245.73,SZRUoUIcG,1944
IkOMTxTT,753.44,hdptsSWe,1026
xSMT,15.71,vjtbL,1481
ZeCfzUQh,643.55,vQbcsNy,4070
zeMIodAwVWKRG,507.06,kFECnYzgg,1157
AyEAvUEEhlND,767.31,r,4084
eLeabi,380.32,n,1733
YFGVIps,763.99,TCUNRfmtvGaS,1906
eNlJ,748.35,sPTMUDMvlebqgCB,2938
NCbkCaBWEtV,339.69,mRYWvymg,164
Bul,80.44,ITeThPUYrPBs,2834
i,685.21,cybbX,235
HEpCiJa,795.46,njjsqparjYlyOH,3551
YxQKlTeQowX,875.04,WzRzX,1807
kqIfqPrjcpxTQ,529.44,yaADtKZ,2938
QYU,113.74,gMwvAqcg,2861
FOhHrYWbYbYs,442.27,pdYZJxzqthz,349
kxjIzAU,304.55,oKexJi,3505
ZcOdzXDt,369.53,eOEjIQElvBOpV,3112
f,647.88,IlXXnnghf,1722
cvWTLb,886.02,ICBX,4230
STTcOz,284.56,GRPglvI,4312
TeTe,476.54,TenUCTGaHtkh,3003
UqYZA,433.83,mlGX,1990
TbwKrGQdiTj,131.82,UAVf,2178
oryeHEC,852.57,kUsidNkP,3649
MZuXbbOdJFeKx,926.26,xzhtADDuyoE,117
KVxwpU,180.25,q,4075
eTuiJxHk,573.15,yNBAB,4066
tSdqaASMHFu,965.15,HpXyEDFPfM,2285
bOUYyYFsKbE,102.98,XWrByq,4312
jogDGnNHnzjV,583.98,fwB,4535
s,52.88,t,1901
QHVP,360.21,rJmCMj,809
ZDKGKY,90.23,s,1436
OOqSWFyNlsgzb,374.68,gW,679
XX,910.13,g,1505
NO,309.32,mUfJuvbbusPHR,4308
FpRAf,468.02,jvW,2160
x,609.75,s,2616
NWIb,499.28,zm,153
BvoQivIX,126.22,HTGuCWlfW,190
SO,520.0,PstVVsZDPokW,4051
bLYwIeyRqmjv,585.86,zvIftpyrxpW,1441
kXrG,904.71,TtBoHev,660
kKFPPqOBHE,972.65,yPL,3736
Lpq,923.66,cfsPil,2252
iJgGZGi,970.56,CIMcXSzcpE,3588
njnuANcYpiP,109.41,biYAWZVtuBJBsCd,3516
DmiHZQ,537.11,LKwaId,1046
kXkbtqDoZTLD,871.02,X,3320
mwUzpNqrw,573.55,kAAeTtwSDweVZa,4412
MRFwF,428.51,XAvsIKAT,2465
YHlcf,771.84,jZUAHpggmayN,1032
iT,725.95,eWn,1233
XWCHx,718.38,zlGn,1198
lhBEgvYBrLHlkS,808.51,yFkBbnK,3143
re,163.15,EVkMSiQfDJ,2246
IRoiwvFGxGbhP,790.0,YKimTdUW,1974
DBMRZdmfHLyRwa,390.37,CsvxPE,2501
udqyPKQc,889.43,BPIU,2019
QeXVsqutu,47.49,jivlh,2467
U,380.02,NfTfWAzsjKxn,1540
axYf,936.0,kBnz,1898
zIctXahyBOkNe,974.41,RpSSNUviPOOjcDp,3135
FD,478.0,mrbx,252
H,101.09,UBce,1713
ryNjqddfvqfKo,459.19,NWnxXAuV,4502
yGO,545.26,gpvBdsvBGCMv,4525
MMWgVuGyeQynM,786.56,jMPOYbaCLdxJU,2318
MOfKSmuQyAg,669.43,SqdVbahN,4
JcvkcKatWg,919.01,HkN,2556
hEjWwi,904.43,TockznSV,4507
YpYfD,548.73,YrdexfunqjreI,3026
DQNhMCGPYkq,899.19,IfylQ,4763
cWHRVR,779.72,AUIzr,3432
m,70.53,dXsSrEs,485
By,539.53,olPYPipuHdO,4038
cyBPFpR,313.91,q,2019
gMyYTuwHSKA,106.54,tfhNnN,50
bpePXGEafRfWCE,291.52,xVdzJJafed,982
ubwXmNqOABc,152.52,xWLSJEkrrylXa,3075
mPjwlWSDQonv,232.27,hTECz,1362
OqDabilLtocAqFF,590.58,JJDseAiIPCwGyz,3492
kpLOcZDsrUjFRw,634.16,pUziYExsVSZIJd,3360
d,470.72,bvKvOwXufTnhDFM,1850
DGYa,487.79,He,1417
ZXY,626.89,hoH,2058
NzkME,207.31,dCGJhybK,1545
VPhO,537.0,f,1302
CKLFUwyoFCL,795.23,xVZwwOUsHixNu,2340
GofJtDaGEoKEV,496.35,ByTVf,2645
wVnpLyCyy,67.68,ZCg,913
OLIZQTmAARJ,793.98,hjUALxxkHjlCSq,1447
xSYjj,364.7,nFQRpd,1250
GCY,616.12,wsEOrWRznxe,1932
wgzZJYmU,23.66,bIgzRLJzpT,1054
iKCUdsxFUTEuen,808.09,WtSLarcJlDKQn,2739
JEFstrsSkRi,685.69,GzdHBQvzRRK,55
GmDiVR,41.28,Oz,1695
EPqSEkld,356.79,WRuPG,3172
dLSXFJPWW,821.77,ItzmVvLgheJ,4001
RciISqsMDCvD,160.8,PazutOl,2842
oYoZkofJ,821.38,tcqOyfAjdeUTRB,273
i,340.89,zku,3646
isbdDcUVGe,289.45,pxdgvLmooAhOxG,3081
qXpgNTvA,191.22,eKASigDODT,2890
Mn,240.76,oVtf,4737
IPnpxsAHDiuVZ,116.13,Skz,3378
L,156.86,soqbi,4036
IA,4.02,Ljrcp,4869
ey,421.69,jZQsFWzF,1806
H,687.9,l,3508
ow,85.04,i,3629
xmVXrEriOMCao,732.22,xVvBAvulppu,1919
vhkwIquiCMFtz,15.93,QClnZzO,4233
NEjyx,467.02,BoRQXoAdRxVeeIp,476
oYYcMTYKnozs,463.08,hssyJRlmmTU,2758
xIbByJP,805.52,QNdyxEeVbgKRN,2373
xTdigYpHMxoqsR,98.47,EhknYocOWKaJbz,4558
XJfhXTE,340.12,ZGu,3875
RnfCJYLNIwRIQg,655.98,zEQk,3820
ThaLaqDYGaOcnE,590.03,baPGfzeMqV,4768
YhahwWPzgiTiXH,730.91,TUmVVpcrWNDLYXe,2263
MJFhrZlEG,118.59,LN,2775
TxTJVSPAp,168.43,bpkiU,3335
IiLWk,766.08,XhSXS,1491
PLEbQFnTCHQvWN,25.11,RLWrDqYpy,1251
RXjvSTDXhGPa,997.43,vYWFnVUSBLDqVzH,4417
xOKrOj,483.76,DkBQxjrBcE,2877
DUagIzRsaiWYs,432.18,AXpD,3124
jzyxPa,905.68,LBUmQMTNtwTyL,1557
GGxVLMOhJq,327.54,huIDVkCtwj,2932
PDzkodnR,796.39,JsSBZlbdSeQovx,1419
RyppseABENNdwD,383.07,lTUwPrmc,1366
zqJJNmYXn,719.93,ttlpMhbKSPF,4304
KTRLiB,678.68,afBdKyoNEoUiZO,2593
AQe,254.0,HeNOBn,572
SvJvkl,127.7,ccrsYfvLchfxk,246
XpbRBmGlu,110.11,HLQdXET,1565
YTNVXhvfQZ,986.35,RPxXA,2002
V,770.33,wpBECzTCqIh,2640
vQFQ,426.89,EaSfxZheOSOCZ,4076
CKDSYCuoUOq,804.92,maexDomOirUxeq,2940
BAsWBxe,854.36,KfeCSBQzzmfae,1247
RQTQFVgC,909.11,TfcdyuvwYETrD,1216
W,381.95,ibBmI,77
ahfE,94.85,OApjCed,2070
sFPdYzbJAbwsNJq,913.1,ZzUyA,3952
sZLQTGg,23.55,sESORRF,173
JgDUrkvNY,385.85,z,479
R,912.28,VsjhWCTtQx,4755
FbuFwP,739.05,gUZAIWWFVsNvdXe,729
hSCtTCffXk,312.98,LUXokJCMNWLVk,1470
VvirLIyrNJaY,329.69,KxCLEvBp,1283
XGUqbrMy,552.36,skerIMh,2356
HkV,854.23,vFdGjAnL,629
en,469.95,VzZbVWefNXSp,2030
TVww,567.22,RXSE,3393
oCCg,203.95,ooCxsWgKj,520
cctbeEOlyB,315.05,e,926
LxOFmmuvzqSis,632.49,Qj,633
Lu,43.36,Hjif,72
PqMUjV,359.81,rKYJMQw,2298
yQGIclkZDzr,30.42,Zz,4243
UGo,309.06,kXBkAIHADYSwoL,1337
XdAFJpryYJZ,724.0,KZs,4664
wdEuZDKiyB,152.07,tmoKJp,4112
AVNYzNgJ,84.12,vINdfZDCUPp,3237
NXJlKAeirtkYG,21.4,sfeDSGzndvplTS,1251
EGWTn,914.75,JLmK,4853
wZSucNUuCXP,777.3,RkDG,616
vpLjEoTiOr,750.83,qZA,1848
sYXefIscWHpGl,89.48,VEvfbXSGttyyZvi,1830
yLnABNupAteON,788.36,a,993
XgcbBxwDg,847.57,nBQf,3860
Drx,113.19,micxDQzaeUeAH,3563
mAmmXmwzG,804.02,Qy,4562
PiQvPMMg,635.55,JURLvldvnc,2928
aF,765.55,FpkyIoflVfXXFN,4006
IZRkPNUlyjguHgd,692.16,WgVOTxmUzwzcQIv,3156
SjPPIQwgC,516.12,F,4692
rPDhhExWWefJ,755.3,Jt,2734
aaTrnXd,439.05,nN,1228
AEzlsj,375.66,veVIkSgWXN,1511
i,234.3,oCevvgyTiVPQEo,2574
udRhezPdcFHEej,806.8,RXWZk,4414
qScpLRLDwqkV,977.91,tLWGIzP,387
uHTtOpR,371.95,SwroEtJh,4595
KL,503.02,xDxofCb,1972
YM,996.4,oSrYQS,4740
lQGlsZYbNC,580.33,smhFbGJDJkCa,4022
Cv,242.34,TudTcLQrXqdyD,2987
WUMKfR,705.57,pLWJwIJw,1066
lfEZbejCRZ,431.68,fCfcY,3314
uDBrTmdBzzi,323.04,HqfEwpnPpBOjBL,3134
QlTneLdpqlrsuYb,412.87,R,1128
AUXCIXxzD,90.36,EqHsq,1441
oUMptq,647.01,gsUNqwEd,2214
MsLrnLwXZGHtZP,511.31,vBrQs,1849
DLQuM,51.35,qMLbuxxeNKYY,3242
SAnREdiRIKWVOhf,217.03,EfvM,2147
skFhsWjfrGoDKj,773.74,jQ,423
gJYZWoRzu,138.88,jrXLOXKm,3179
DyUY,620.44,tPSGFhwMizIKvb,2859
B,373.53,aRCBQLDzVI,3707
llshTUZRt,230.77,xzXbOp,1930
dtX,241.6,ZJhYzbToU,2617
iq,662.43,xCwQaghKXReBn,4922
KmcTO,517.26,eSdJdKNIShVi,3011
NoHfiMJwwGiU,838.84,Tn,2090
MZHIwXZ,182.53,PNLOEItiwKRMjXZ,2569
xZfTgQUcAupcd,965.68,CqVdYjYBn,725
JdUwgfbBqHux,751.11,t,337
yislyIVda,599.91,RtXJEkGvtIhIB,559
pCLZSAILkoGOb,490.11,spb,511
tlWqPVFqHWQxB,934.86,DM,3800
p,770.76,WHMWZVCnDSTEDKQ,1760
ZL,6.89,EhTmigkFiLG,4458
Bgv,143.85,jc,3840
LOvfWIfYKm,667.73,tefHFTOcvHrb,3014
